,training_loss,train_accuracies,val_losses,val_accuracies
0,0.21379349090278527,0.9337188008681497,0.0919716626931134,0.9737903225806451
1,0.10262564850213378,0.9682074064026045,0.06380239843995116,0.9808467741935484
2,0.07534524038318226,0.9757189365165491,0.0654748453539649,0.9838709677419355
3,0.058403661154588435,0.9818739826370049,0.09092228224111701,0.9758064516129032
4,0.051105347545651596,0.9843834780249593,0.0734637131640178,0.9758064516129032
5,0.04393184384021304,0.9864521161150298,0.05421380407633167,0.9828629032258065
6,0.041545195712491934,0.9869438415626696,0.0972916294946859,0.9747983870967742
7,0.03508798256020359,0.9894872490504613,0.08366770539634132,0.9768145161290323
8,0.03150254731848244,0.9901994031470429,0.06479267852848837,0.9868951612903226
9,0.030648488221039355,0.9910132935431362,0.09949835895877006,0.9818548387096774
10,0.028458752697511504,0.9915050189907759,0.07924995974962039,0.9808467741935484
11,0.026361613817510437,0.9921323928377646,0.10193168165561496,0.9818548387096774
12,0.030139834093137304,0.991810227889311,0.1541230192232547,0.9758064516129032
13,0.022134100652432064,0.9937093054801953,0.11205231895445067,0.9808467741935484
14,0.023771256333823702,0.9936414812805209,0.13853144907077947,0.9707661290322581
15,0.022591467090715495,0.9938788659793815,0.11435958980097916,0.9818548387096774
16,0.023015909103216495,0.9942688551275095,0.09260586863896843,0.9808467741935484
17,0.021462730902751113,0.9944892837764514,0.15740111767473547,0.9808467741935484
18,0.019074768762390167,0.995031877373847,0.20073549050287234,0.9717741935483871
19,0.023991131849405153,0.9939806022788931,0.13322314346452072,0.9818548387096774
20,0.019351281028797934,0.9950997015735215,0.15487334198089078,0.9808467741935484
21,0.020901023030578458,0.9947775366250678,0.09627152109546759,0.9858870967741935
22,0.017879183856197037,0.9955575149213239,0.13658390999660577,0.9848790322580645
23,0.02318910102417236,0.99511665762344,0.16120771159923547,0.9788306451612904
24,0.017264171990668566,0.9960153282691264,0.1873121543019804,0.9768145161290323
