,training_loss,train_accuracies,val_losses,val_accuracies
0,0.2159360824171168,0.9322097124253934,0.1286111221549459,0.9637096774193549
1,0.10193796176227682,0.9686313076505697,0.07843579648724111,0.9717741935483871
2,0.07595339342444203,0.9757019804666305,0.09438782727886062,0.9707661290322581
3,0.06104148353142439,0.9811279164405861,0.10989202048099243,0.969758064516129
4,0.04987544203247848,0.9837221920781335,0.12189732803365959,0.9667338709677419
5,0.042470477049491404,0.9867403689636463,0.08736750924897901,0.9788306451612904
6,0.03927568102347029,0.9876559956592512,0.07730479499008264,0.9818548387096774
7,0.03562254997516571,0.9892329083016821,0.11322966126391594,0.9727822580645161
8,0.03309151994044271,0.9898263700488334,0.12182129899583266,0.9758064516129032
9,0.028666764176860367,0.9915050189907759,0.10560907680123394,0.9778225806451613
10,0.0315916917087772,0.9909285132935431,0.12199264553244277,0.9758064516129032
11,0.024874063034484157,0.9927767227346718,0.09652495199808765,0.9808467741935484
12,0.023189171231397774,0.9932345360824743,0.10774629369467346,0.9758064516129032
13,0.023590894066179584,0.9932684481823114,0.11760057080079196,0.9758064516129032
14,0.022950959997016986,0.993590613130765,0.08138568594841575,0.9838709677419355
15,0.025235378148370635,0.9931327997829625,0.10176834800904369,0.9788306451612904
16,0.02177905065105253,0.9945910200759631,0.1319995735007347,0.9798387096774194
17,0.02333623033909587,0.9939466901790559,0.13945756798152792,0.9818548387096774
18,0.020576954156668832,0.9945571079761258,0.1379671437831797,0.9778225806451613
19,0.021527327931096272,0.9944045035268584,0.15685897915310296,0.9778225806451613
20,0.018832076124330466,0.9952692620727075,0.1569466389608632,0.9778225806451613
21,0.021745046563453233,0.9949979652740097,0.12587888656846533,0.9778225806451613
22,0.020715142279070432,0.9952014378730331,0.15667149705208955,0.9768145161290323
23,0.02229371217672109,0.9947097124253934,0.12606881816716758,0.9808467741935484
24,0.021409270167945714,0.9956083830710798,0.14326518173302913,0.9828629032258065
