,training_loss,train_accuracies,val_losses,val_accuracies
0,0.3414224264459024,0.9013327455236029,0.2430424309783444,0.9284274193548387
1,0.18801294044572187,0.9445028486163863,0.17344420443071862,0.9465725806451613
2,0.1371978136207299,0.9590002712967987,0.15438528024974038,0.9576612903225806
3,0.10934667313856694,0.9671730873575691,0.1303218526620249,0.9616935483870968
4,0.09029408309368384,0.9733111774281064,0.1311650147842765,0.9637096774193549
5,0.07739272144719445,0.9764819587628866,0.11287372570818988,0.967741935483871
6,0.0671151129606406,0.9794492674986435,0.1066130133359757,0.967741935483871
7,0.0592681350767813,0.9820774552360282,0.0942068541312278,0.9768145161290323
8,0.051166243683430604,0.9852651926207271,0.0989636373645451,0.9707661290322581
9,0.045346728781185,0.986621676614216,0.09249054575390211,0.9727822580645161
10,0.040631478741055764,0.9879103364080304,0.09332485306620444,0.9707661290322581
11,0.03589932484612158,0.9891650841020075,0.09121662668240405,0.9747983870967742
12,0.03178424019237686,0.9910302495930549,0.09346950152108091,0.96875
13,0.02821601052976102,0.9917763157894737,0.09483893976371854,0.9707661290322581
14,0.025557248800610777,0.9927428106348345,0.08319206320235976,0.9747983870967742
15,0.022544753674967378,0.9938449538795442,0.09668193258004755,0.969758064516129
16,0.019714181093778645,0.9951844818231145,0.07878033957828848,0.9737903225806451
17,0.017458067419864415,0.995642295170917,0.0889017392170477,0.9747983870967742
18,0.015522305860888359,0.9961170645686381,0.0946297692982115,0.9758064516129032
19,0.013578137307803039,0.9967444384156267,0.08856072814686497,0.9717741935483871
20,0.012074527425794243,0.9974226804123711,0.08907692912593385,0.9727822580645161
21,0.010449909483252019,0.9977787574606619,0.10565088436551966,0.969758064516129
22,0.00956214654323444,0.9980500542593598,0.09083740786582177,0.9727822580645161
23,0.00835969845309773,0.9985078676071623,0.09485493846573452,0.9778225806451613
24,0.007367495192709185,0.998863944655453,0.08790306891321695,0.9758064516129032
