,training_loss,train_accuracies,val_losses,val_accuracies
0,0.21759566786921825,0.9333966359196961,0.13197817744490495,0.9606854838709677
1,0.10444318553749138,0.9678174172544763,0.09106759288663611,0.9657258064516129
2,0.0759708269807038,0.9760241454150841,0.06401304343811412,0.9768145161290323
3,0.06056652980067744,0.9805853228431904,0.10709311829874782,0.9707661290322581
4,0.05100912043117869,0.9836034997287032,0.08133410675125402,0.9768145161290323
5,0.04446940197949315,0.9864521161150298,0.07601255873221432,0.9747983870967742
6,0.0375054615653668,0.9880798969072165,0.09053232963909282,0.9758064516129032
7,0.034169818516031035,0.9891142159522518,0.11087022448388276,0.9788306451612904
8,0.03331488762540698,0.9898263700488334,0.10915026810679163,0.9737903225806451
9,0.030909271471051006,0.9911658979924037,0.10570346364675015,0.9727822580645161
10,0.028598888118663766,0.9912845903418339,0.10445679322131035,0.9808467741935484
11,0.025331128798597863,0.9929123711340206,0.14211853862186835,0.96875
12,0.02605498641327998,0.9924884698860553,0.13454514761714695,0.969758064516129
13,0.02504705308943143,0.9926749864351601,0.13038852128234432,0.9717741935483871
14,0.022143297678119175,0.993811041779707,0.0959103168750429,0.9798387096774194
15,0.02687827846285832,0.9928445469343462,0.12492192604882299,0.9758064516129032
16,0.022915149161170115,0.9939636462289745,0.15390056695235912,0.9747983870967742
17,0.019146834476617497,0.9946249321758003,0.09042178579626937,0.9808467741935484
18,0.022759827832156798,0.9944384156266957,0.10707377914362014,0.9808467741935484
19,0.021414911634916954,0.9944384156266957,0.16972901729368914,0.9758064516129032
20,0.020524333602895985,0.9947436245252306,0.14624653979888197,0.9737903225806451
21,0.02051231530275467,0.9952183939229517,0.13880200874239398,0.9828629032258065
22,0.019745824159878363,0.9955575149213239,0.16358281661157067,0.9778225806451613
23,0.019959719024093683,0.9950149213239283,0.1671421035303545,0.9828629032258065
24,0.018112586212179486,0.9956592512208355,0.2025725752475645,0.9717741935483871
