,training_loss,train_accuracies,val_losses,val_accuracies
0,0.21788199891409532,0.9328540423223006,0.10814151020254946,0.969758064516129
1,0.10361703608484996,0.968444791101465,0.08729082507554208,0.969758064516129
2,0.07552091158333342,0.9754306836679327,0.14653178444961107,0.9606854838709677
3,0.062444282015295074,0.980127509495388,0.07055503107785828,0.9707661290322581
4,0.05106401691073579,0.9839426207270754,0.07524936504428599,0.9768145161290323
5,0.043450564304012014,0.9859773467173087,0.1167329222951926,0.9727822580645161
6,0.03781700026236662,0.9881307650569723,0.1058349205312663,0.9758064516129032
7,0.032287879375469675,0.9904706999457407,0.11774340879894218,0.9838709677419355
8,0.03377693999526799,0.9896907216494846,0.10128261199372861,0.9768145161290323
9,0.02887685047639732,0.9910811177428106,0.1359004228823505,0.9747983870967742
10,0.025818909986117466,0.9921832609875203,0.18667936532285972,0.9727822580645161
11,0.02671841196516304,0.9920645686380901,0.17292803352294578,0.9737903225806451
12,0.025786698244385942,0.992369777536625,0.12004000955797801,0.9788306451612904
13,0.023886943154111467,0.9933193163320673,0.15774556342342602,0.9717741935483871
14,0.0238564460024283,0.9936584373304395,0.12482811299128432,0.9778225806451613
15,0.02055095463119269,0.9945740640260445,0.1625703796265389,0.9778225806451613
16,0.022748582699771747,0.9938279978296256,0.16363987241599165,0.9758064516129032
17,0.023126831847554503,0.9940992946283234,0.15701402626111435,0.9828629032258065
18,0.02107079815929572,0.9942349430276722,0.12364983170865625,0.9818548387096774
19,0.021682858994157426,0.9946079761258817,0.14551304060170542,0.9768145161290323
20,0.019624087004738656,0.9952523060227889,0.16516832385477817,0.9808467741935484
21,0.02314228171616657,0.994421459576777,0.20178272229119332,0.9737903225806451
22,0.019500677445635804,0.9956253391209984,0.2006629972676452,0.9768145161290323
23,0.019284928450665817,0.9953540423223006,0.18967646652033132,0.9808467741935484
24,0.02016845270884748,0.9955236028214867,0.16468435291926456,0.9838709677419355
